Periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2019;2019;Presidente Perón;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;Presidente Perón;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2020;2020;Presidente Perón;Total de víctimas de homicidios dolosos;4;;;;;;;;;
1/1/2020;2020;Presidente Perón;Total de víctimas de lesiones dolosas;315;;;;;;;;;
1/1/2020;2020;Presidente Perón;Total de víctimas de otros delitos contra la integridad sexual;17;;;;;;;;;
1/1/2020;2020;Presidente Perón;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2021;2021;Presidente Perón;Total de víctimas de homicidios dolosos;15;;;;;;;;;
1/1/2021;2021;Presidente Perón;Total de víctimas de lesiones dolosas;493;;;;;;;;;
1/1/2021;2021;Presidente Perón;Total de víctimas de otros delitos contra la integridad sexual;76;;;;;;;;;
1/1/2021;2021;Presidente Perón;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2014;2014;Puán;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Puán;Total de víctimas de lesiones dolosas;35;;;;;;;;;
1/1/2014;2014;Puán;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Puán;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Puán;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Puán;Total de víctimas de lesiones dolosas;27;;;;;;;;;
1/1/2015;2015;Puán;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2015;2015;Puán;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Puán;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Puán;Total de víctimas de lesiones dolosas;16;;;;;;;;;
1/1/2016;2016;Puán;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Puán;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;Puán;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Puán;Total de víctimas de lesiones dolosas;21;;;;;;;;;
1/1/2017;2017;Puán;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Puán;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2018;2018;Puán;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Puán;Total de víctimas de lesiones dolosas;26;;;;;;;;;
1/1/2018;2018;Puán;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Puán;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2019;2019;Puán;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Puán;Total de víctimas de lesiones dolosas;21;;;;;;;;;
1/1/2019;2019;Puán;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Puán;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Puán;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Puán;Total de víctimas de lesiones dolosas;20;;;;;;;;;
1/1/2020;2020;Puán;Total de víctimas de otros delitos contra la integridad sexual;5;;;;;;;;;
1/1/2020;2020;Puán;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Puán;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Puán;Total de víctimas de lesiones dolosas;51;;;;;;;;;
1/1/2021;2021;Puán;Total de víctimas de otros delitos contra la integridad sexual;14;;;;;;;;;
1/1/2021;2021;Puán;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2014;2014;Punta Indio;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Punta Indio;Total de víctimas de lesiones dolosas;28;;;;;;;;;
1/1/2014;2014;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Punta Indio;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Punta Indio;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Punta Indio;Total de víctimas de lesiones dolosas;23;;;;;;;;;
1/1/2015;2015;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2015;2015;Punta Indio;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Punta Indio;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Punta Indio;Total de víctimas de lesiones dolosas;15;;;;;;;;;
1/1/2016;2016;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Punta Indio;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2017;2017;Punta Indio;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Punta Indio;Total de víctimas de lesiones dolosas;29;;;;;;;;;
1/1/2017;2017;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Punta Indio;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2018;2018;Punta Indio;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Punta Indio;Total de víctimas de lesiones dolosas;21;;;;;;;;;
1/1/2018;2018;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Punta Indio;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Punta Indio;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Punta Indio;Total de víctimas de lesiones dolosas;23;;;;;;;;;
1/1/2019;2019;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Punta Indio;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2020;2020;Punta Indio;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Punta Indio;Total de víctimas de lesiones dolosas;49;;;;;;;;;
1/1/2020;2020;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2020;2020;Punta Indio;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2021;2021;Punta Indio;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Punta Indio;Total de víctimas de lesiones dolosas;35;;;;;;;;;
1/1/2021;2021;Punta Indio;Total de víctimas de otros delitos contra la integridad sexual;21;;;;;;;;;
1/1/2021;2021;Punta Indio;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2014;2014;Quilmes;Total de víctimas de homicidios dolosos;86;;;;;;;;;
1/1/2014;2014;Quilmes;Total de víctimas de lesiones dolosas;2675;;;;;;;;;
1/1/2014;2014;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Quilmes;Total de víctimas de violaciones;38;;;;;;;;;
1/1/2015;2015;Quilmes;Total de víctimas de homicidios dolosos;70;;;;;;;;;
1/1/2015;2015;Quilmes;Total de víctimas de lesiones dolosas;2238;;;;;;;;;
1/1/2015;2015;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;166;;;;;;;;;
1/1/2015;2015;Quilmes;Total de víctimas de violaciones;20;;;;;;;;;
1/1/2016;2016;Quilmes;Total de víctimas de homicidios dolosos;72;;;;;;;;;
1/1/2016;2016;Quilmes;Total de víctimas de lesiones dolosas;1685;;;;;;;;;
1/1/2016;2016;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;95;;;;;;;;;
1/1/2016;2016;Quilmes;Total de víctimas de violaciones;47;;;;;;;;;
1/1/2017;2017;Quilmes;Total de víctimas de homicidios dolosos;50;;;;;;;;;
1/1/2017;2017;Quilmes;Total de víctimas de lesiones dolosas;1978;;;;;;;;;
1/1/2017;2017;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;96;;;;;;;;;
1/1/2017;2017;Quilmes;Total de víctimas de violaciones;41;;;;;;;;;
1/1/2018;2018;Quilmes;Total de víctimas de homicidios dolosos;59;;;;;;;;;
1/1/2018;2018;Quilmes;Total de víctimas de lesiones dolosas;1513;;;;;;;;;
1/1/2018;2018;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;114;;;;;;;;;
1/1/2018;2018;Quilmes;Total de víctimas de violaciones;60;;;;;;;;;
1/1/2019;2019;Quilmes;Total de víctimas de homicidios dolosos;45;;;;;;;;;
1/1/2019;2019;Quilmes;Total de víctimas de lesiones dolosas;1097;;;;;;;;;
1/1/2019;2019;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;175;;;;;;;;;
1/1/2019;2019;Quilmes;Total de víctimas de violaciones;60;;;;;;;;;
1/1/2020;2020;Quilmes;Total de víctimas de homicidios dolosos;42;;;;;;;;;
1/1/2020;2020;Quilmes;Total de víctimas de lesiones dolosas;1997;;;;;;;;;
1/1/2020;2020;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;345;;;;;;;;;
1/1/2020;2020;Quilmes;Total de víctimas de violaciones;64;;;;;;;;;
1/1/2021;2021;Quilmes;Total de víctimas de homicidios dolosos;38;;;;;;;;;
1/1/2021;2021;Quilmes;Total de víctimas de lesiones dolosas;2897;;;;;;;;;
1/1/2021;2021;Quilmes;Total de víctimas de otros delitos contra la integridad sexual;568;;;;;;;;;
1/1/2021;2021;Quilmes;Total de víctimas de violaciones;109;;;;;;;;;
1/1/2014;2014;Ramallo;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2014;2014;Ramallo;Total de víctimas de lesiones dolosas;81;;;;;;;;;
1/1/2014;2014;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Ramallo;Total de víctimas de violaciones;17;;;;;;;;;
1/1/2015;2015;Ramallo;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Ramallo;Total de víctimas de lesiones dolosas;75;;;;;;;;;
1/1/2015;2015;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;12;;;;;;;;;
1/1/2015;2015;Ramallo;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Ramallo;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Ramallo;Total de víctimas de lesiones dolosas;51;;;;;;;;;
1/1/2016;2016;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2016;2016;Ramallo;Total de víctimas de violaciones;11;;;;;;;;;
1/1/2017;2017;Ramallo;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Ramallo;Total de víctimas de lesiones dolosas;56;;;;;;;;;
1/1/2017;2017;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Ramallo;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2018;2018;Ramallo;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2018;2018;Ramallo;Total de víctimas de lesiones dolosas;48;;;;;;;;;
1/1/2018;2018;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2018;2018;Ramallo;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2019;2019;Ramallo;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Ramallo;Total de víctimas de lesiones dolosas;53;;;;;;;;;
1/1/2019;2019;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;Ramallo;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Ramallo;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Ramallo;Total de víctimas de lesiones dolosas;77;;;;;;;;;
1/1/2020;2020;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;18;;;;;;;;;
1/1/2020;2020;Ramallo;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2021;2021;Ramallo;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Ramallo;Total de víctimas de lesiones dolosas;92;;;;;;;;;
1/1/2021;2021;Ramallo;Total de víctimas de otros delitos contra la integridad sexual;26;;;;;;;;;
1/1/2021;2021;Ramallo;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2014;2014;Rauch;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2014;2014;Rauch;Total de víctimas de lesiones dolosas;44;;;;;;;;;
1/1/2014;2014;Rauch;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Rauch;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Rauch;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2015;2015;Rauch;Total de víctimas de lesiones dolosas;4;;;;;;;;;
1/1/2015;2015;Rauch;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2015;2015;Rauch;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Rauch;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Rauch;Total de víctimas de lesiones dolosas;18;;;;;;;;;
1/1/2016;2016;Rauch;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Rauch;Total de víctimas de violaciones;0;;;;;;;;;
1/1/2017;2017;Rauch;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2017;2017;Rauch;Total de víctimas de lesiones dolosas;14;;;;;;;;;
1/1/2017;2017;Rauch;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Rauch;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2018;2018;Rauch;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Rauch;Total de víctimas de lesiones dolosas;7;;;;;;;;;
1/1/2018;2018;Rauch;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Rauch;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2019;2019;Rauch;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Rauch;Total de víctimas de lesiones dolosas;33;;;;;;;;;
1/1/2019;2019;Rauch;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2019;2019;Rauch;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2020;2020;Rauch;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Rauch;Total de víctimas de lesiones dolosas;4;;;;;;;;;
1/1/2020;2020;Rauch;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2020;2020;Rauch;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Rauch;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Rauch;Total de víctimas de lesiones dolosas;25;;;;;;;;;
1/1/2021;2021;Rauch;Total de víctimas de otros delitos contra la integridad sexual;21;;;;;;;;;
1/1/2021;2021;Rauch;Total de víctimas de violaciones;7;;;;;;;;;
1/1/2014;2014;Rivadavia;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Rivadavia;Total de víctimas de lesiones dolosas;81;;;;;;;;;
1/1/2014;2014;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Rivadavia;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Rivadavia;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Rivadavia;Total de víctimas de lesiones dolosas;72;;;;;;;;;
1/1/2015;2015;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;14;;;;;;;;;
1/1/2015;2015;Rivadavia;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2016;2016;Rivadavia;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Rivadavia;Total de víctimas de lesiones dolosas;39;;;;;;;;;
1/1/2016;2016;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Rivadavia;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Rivadavia;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Rivadavia;Total de víctimas de lesiones dolosas;49;;;;;;;;;
1/1/2017;2017;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Rivadavia;Total de víctimas de violaciones;7;;;;;;;;;
1/1/2018;2018;Rivadavia;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Rivadavia;Total de víctimas de lesiones dolosas;50;;;;;;;;;
1/1/2018;2018;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Rivadavia;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2019;2019;Rivadavia;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Rivadavia;Total de víctimas de lesiones dolosas;38;;;;;;;;;
1/1/2019;2019;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;Rivadavia;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Rivadavia;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Rivadavia;Total de víctimas de lesiones dolosas;76;;;;;;;;;
1/1/2020;2020;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;15;;;;;;;;;
1/1/2020;2020;Rivadavia;Total de víctimas de violaciones;12;;;;;;;;;
1/1/2021;2021;Rivadavia;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Rivadavia;Total de víctimas de lesiones dolosas;77;;;;;;;;;
1/1/2021;2021;Rivadavia;Total de víctimas de otros delitos contra la integridad sexual;20;;;;;;;;;
1/1/2021;2021;Rivadavia;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2014;2014;Rojas;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2014;2014;Rojas;Total de víctimas de lesiones dolosas;154;;;;;;;;;
1/1/2014;2014;Rojas;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Rojas;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Rojas;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Rojas;Total de víctimas de lesiones dolosas;141;;;;;;;;;
1/1/2015;2015;Rojas;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2015;2015;Rojas;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2016;2016;Rojas;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Rojas;Total de víctimas de lesiones dolosas;74;;;;;;;;;
1/1/2016;2016;Rojas;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Rojas;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Rojas;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Rojas;Total de víctimas de lesiones dolosas;65;;;;;;;;;
1/1/2017;2017;Rojas;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Rojas;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2018;2018;Rojas;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2018;2018;Rojas;Total de víctimas de lesiones dolosas;60;;;;;;;;;
1/1/2018;2018;Rojas;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Rojas;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Rojas;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Rojas;Total de víctimas de lesiones dolosas;77;;;;;;;;;
1/1/2019;2019;Rojas;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;Rojas;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2020;2020;Rojas;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Rojas;Total de víctimas de lesiones dolosas;100;;;;;;;;;
1/1/2020;2020;Rojas;Total de víctimas de otros delitos contra la integridad sexual;13;;;;;;;;;
1/1/2020;2020;Rojas;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Rojas;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Rojas;Total de víctimas de lesiones dolosas;156;;;;;;;;;
1/1/2021;2021;Rojas;Total de víctimas de otros delitos contra la integridad sexual;33;;;;;;;;;
1/1/2021;2021;Rojas;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2014;2014;Roque Pérez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Roque Pérez;Total de víctimas de lesiones dolosas;-;;;;;;;;;
1/1/2014;2014;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Roque Pérez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Roque Pérez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Roque Pérez;Total de víctimas de lesiones dolosas;2;;;;;;;;;
1/1/2015;2015;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2015;2015;Roque Pérez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Roque Pérez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Roque Pérez;Total de víctimas de lesiones dolosas;5;;;;;;;;;
1/1/2016;2016;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Roque Pérez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2017;2017;Roque Pérez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Roque Pérez;Total de víctimas de lesiones dolosas;13;;;;;;;;;
1/1/2017;2017;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Roque Pérez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2018;2018;Roque Pérez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2018;2018;Roque Pérez;Total de víctimas de lesiones dolosas;4;;;;;;;;;
1/1/2018;2018;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Roque Pérez;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Roque Pérez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Roque Pérez;Total de víctimas de lesiones dolosas;30;;;;;;;;;
1/1/2019;2019;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Roque Pérez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2020;2020;Roque Pérez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Roque Pérez;Total de víctimas de lesiones dolosas;21;;;;;;;;;
1/1/2020;2020;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;15;;;;;;;;;
1/1/2020;2020;Roque Pérez;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Roque Pérez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Roque Pérez;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2021;2021;Roque Pérez;Total de víctimas de otros delitos contra la integridad sexual;26;;;;;;;;;
1/1/2021;2021;Roque Pérez;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2014;2014;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Saavedra;Total de víctimas de lesiones dolosas;68;;;;;;;;;
1/1/2014;2014;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Saavedra;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Saavedra;Total de víctimas de lesiones dolosas;54;;;;;;;;;
1/1/2015;2015;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2015;2015;Saavedra;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Saavedra;Total de víctimas de lesiones dolosas;34;;;;;;;;;
1/1/2016;2016;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Saavedra;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2017;2017;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Saavedra;Total de víctimas de lesiones dolosas;46;;;;;;;;;
1/1/2017;2017;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Saavedra;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2018;2018;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Saavedra;Total de víctimas de lesiones dolosas;29;;;;;;;;;
1/1/2018;2018;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2018;2018;Saavedra;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Saavedra;Total de víctimas de lesiones dolosas;22;;;;;;;;;
1/1/2019;2019;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Saavedra;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2020;2020;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Saavedra;Total de víctimas de lesiones dolosas;56;;;;;;;;;
1/1/2020;2020;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;10;;;;;;;;;
1/1/2020;2020;Saavedra;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2021;2021;Saavedra;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Saavedra;Total de víctimas de lesiones dolosas;96;;;;;;;;;
1/1/2021;2021;Saavedra;Total de víctimas de otros delitos contra la integridad sexual;17;;;;;;;;;
1/1/2021;2021;Saavedra;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2014;2014;Saladillo;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2014;2014;Saladillo;Total de víctimas de lesiones dolosas;-;;;;;;;;;
1/1/2014;2014;Saladillo;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Saladillo;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Saladillo;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Saladillo;Total de víctimas de lesiones dolosas;4;;;;;;;;;
1/1/2015;2015;Saladillo;Total de víctimas de otros delitos contra la integridad sexual;10;;;;;;;;;
1/1/2015;2015;Saladillo;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2016;2016;Saladillo;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Saladillo;Total de víctimas de lesiones dolosas;7;;;;;;;;;
1/1/2016;2016;Saladillo;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Saladillo;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2017;2017;Saladillo;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Saladillo;Total de víctimas de lesiones dolosas;17;;;;;;;;;
1/1/2017;2017;Saladillo;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
