Periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2020;2020;Colón;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2021;2021;Colón;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Colón;Total de víctimas de lesiones dolosas;219;;;;;;;;;
1/1/2021;2021;Colón;Total de víctimas de otros delitos contra la integridad sexual;7;;;;;;;;;
1/1/2021;2021;Colón;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2014;2014;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2014;2014;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;216;;;;;;;;;
1/1/2014;2014;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;28;;;;;;;;;
1/1/2014;2014;Coronel de Marina L. Rosales;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;258;;;;;;;;;
1/1/2015;2015;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;46;;;;;;;;;
1/1/2015;2015;Coronel de Marina L. Rosales;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;94;;;;;;;;;
1/1/2016;2016;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Coronel de Marina L. Rosales;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2017;2017;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;78;;;;;;;;;
1/1/2017;2017;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Coronel de Marina L. Rosales;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2018;2018;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;134;;;;;;;;;
1/1/2018;2018;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2018;2018;Coronel de Marina L. Rosales;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2019;2019;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;166;;;;;;;;;
1/1/2019;2019;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;Coronel de Marina L. Rosales;Total de víctimas de violaciones;15;;;;;;;;;
1/1/2020;2020;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;263;;;;;;;;;
1/1/2020;2020;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;42;;;;;;;;;
1/1/2020;2020;Coronel de Marina L. Rosales;Total de víctimas de violaciones;15;;;;;;;;;
1/1/2021;2021;Coronel de Marina L. Rosales;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2021;2021;Coronel de Marina L. Rosales;Total de víctimas de lesiones dolosas;440;;;;;;;;;
1/1/2021;2021;Coronel de Marina L. Rosales;Total de víctimas de otros delitos contra la integridad sexual;67;;;;;;;;;
1/1/2021;2021;Coronel de Marina L. Rosales;Total de víctimas de violaciones;12;;;;;;;;;
1/1/2014;2014;Coronel Dorrego;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Coronel Dorrego;Total de víctimas de lesiones dolosas;49;;;;;;;;;
1/1/2014;2014;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2014;2014;Coronel Dorrego;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2015;2015;Coronel Dorrego;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Coronel Dorrego;Total de víctimas de lesiones dolosas;31;;;;;;;;;
1/1/2015;2015;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2015;2015;Coronel Dorrego;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Coronel Dorrego;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Coronel Dorrego;Total de víctimas de lesiones dolosas;14;;;;;;;;;
1/1/2016;2016;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Coronel Dorrego;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2017;2017;Coronel Dorrego;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Coronel Dorrego;Total de víctimas de lesiones dolosas;13;;;;;;;;;
1/1/2017;2017;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Coronel Dorrego;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2018;2018;Coronel Dorrego;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Coronel Dorrego;Total de víctimas de lesiones dolosas;24;;;;;;;;;
1/1/2018;2018;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Coronel Dorrego;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Coronel Dorrego;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Coronel Dorrego;Total de víctimas de lesiones dolosas;22;;;;;;;;;
1/1/2019;2019;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Coronel Dorrego;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2020;2020;Coronel Dorrego;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Coronel Dorrego;Total de víctimas de lesiones dolosas;31;;;;;;;;;
1/1/2020;2020;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2020;2020;Coronel Dorrego;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Coronel Dorrego;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Coronel Dorrego;Total de víctimas de lesiones dolosas;63;;;;;;;;;
1/1/2021;2021;Coronel Dorrego;Total de víctimas de otros delitos contra la integridad sexual;16;;;;;;;;;
1/1/2021;2021;Coronel Dorrego;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2014;2014;Coronel Pringles;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Coronel Pringles;Total de víctimas de lesiones dolosas;41;;;;;;;;;
1/1/2014;2014;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2014;2014;Coronel Pringles;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Coronel Pringles;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Coronel Pringles;Total de víctimas de lesiones dolosas;28;;;;;;;;;
1/1/2015;2015;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2015;2015;Coronel Pringles;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Coronel Pringles;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Coronel Pringles;Total de víctimas de lesiones dolosas;26;;;;;;;;;
1/1/2016;2016;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Coronel Pringles;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Coronel Pringles;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2017;2017;Coronel Pringles;Total de víctimas de lesiones dolosas;36;;;;;;;;;
1/1/2017;2017;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Coronel Pringles;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2018;2018;Coronel Pringles;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2018;2018;Coronel Pringles;Total de víctimas de lesiones dolosas;32;;;;;;;;;
1/1/2018;2018;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Coronel Pringles;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Coronel Pringles;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Coronel Pringles;Total de víctimas de lesiones dolosas;35;;;;;;;;;
1/1/2019;2019;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Coronel Pringles;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2020;2020;Coronel Pringles;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Coronel Pringles;Total de víctimas de lesiones dolosas;62;;;;;;;;;
1/1/2020;2020;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;10;;;;;;;;;
1/1/2020;2020;Coronel Pringles;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Coronel Pringles;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Coronel Pringles;Total de víctimas de lesiones dolosas;136;;;;;;;;;
1/1/2021;2021;Coronel Pringles;Total de víctimas de otros delitos contra la integridad sexual;31;;;;;;;;;
1/1/2021;2021;Coronel Pringles;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2014;2014;Coronel Suárez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2014;2014;Coronel Suárez;Total de víctimas de lesiones dolosas;36;;;;;;;;;
1/1/2014;2014;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Coronel Suárez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Coronel Suárez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Coronel Suárez;Total de víctimas de lesiones dolosas;26;;;;;;;;;
1/1/2015;2015;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2015;2015;Coronel Suárez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Coronel Suárez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Coronel Suárez;Total de víctimas de lesiones dolosas;43;;;;;;;;;
1/1/2016;2016;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Coronel Suárez;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Coronel Suárez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Coronel Suárez;Total de víctimas de lesiones dolosas;55;;;;;;;;;
1/1/2017;2017;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2017;2017;Coronel Suárez;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2018;2018;Coronel Suárez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Coronel Suárez;Total de víctimas de lesiones dolosas;36;;;;;;;;;
1/1/2018;2018;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2018;2018;Coronel Suárez;Total de víctimas de violaciones;10;;;;;;;;;
1/1/2019;2019;Coronel Suárez;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2019;2019;Coronel Suárez;Total de víctimas de lesiones dolosas;33;;;;;;;;;
1/1/2019;2019;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Coronel Suárez;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2020;2020;Coronel Suárez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Coronel Suárez;Total de víctimas de lesiones dolosas;99;;;;;;;;;
1/1/2020;2020;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;25;;;;;;;;;
1/1/2020;2020;Coronel Suárez;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2021;2021;Coronel Suárez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Coronel Suárez;Total de víctimas de lesiones dolosas;93;;;;;;;;;
1/1/2021;2021;Coronel Suárez;Total de víctimas de otros delitos contra la integridad sexual;27;;;;;;;;;
1/1/2021;2021;Coronel Suárez;Total de víctimas de violaciones;13;;;;;;;;;
1/1/2014;2014;Daireaux;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Daireaux;Total de víctimas de lesiones dolosas;58;;;;;;;;;
1/1/2014;2014;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2014;2014;Daireaux;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Daireaux;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Daireaux;Total de víctimas de lesiones dolosas;62;;;;;;;;;
1/1/2015;2015;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2015;2015;Daireaux;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Daireaux;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Daireaux;Total de víctimas de lesiones dolosas;34;;;;;;;;;
1/1/2016;2016;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Daireaux;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;Daireaux;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Daireaux;Total de víctimas de lesiones dolosas;16;;;;;;;;;
1/1/2017;2017;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Daireaux;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2018;2018;Daireaux;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Daireaux;Total de víctimas de lesiones dolosas;10;;;;;;;;;
1/1/2018;2018;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Daireaux;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Daireaux;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Daireaux;Total de víctimas de lesiones dolosas;22;;;;;;;;;
1/1/2019;2019;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Daireaux;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2020;2020;Daireaux;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Daireaux;Total de víctimas de lesiones dolosas;16;;;;;;;;;
1/1/2020;2020;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2020;2020;Daireaux;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2021;2021;Daireaux;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Daireaux;Total de víctimas de lesiones dolosas;40;;;;;;;;;
1/1/2021;2021;Daireaux;Total de víctimas de otros delitos contra la integridad sexual;29;;;;;;;;;
1/1/2021;2021;Daireaux;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2014;2014;Dolores;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2014;2014;Dolores;Total de víctimas de lesiones dolosas;88;;;;;;;;;
1/1/2014;2014;Dolores;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2014;2014;Dolores;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Dolores;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Dolores;Total de víctimas de lesiones dolosas;47;;;;;;;;;
1/1/2015;2015;Dolores;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2015;2015;Dolores;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Dolores;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Dolores;Total de víctimas de lesiones dolosas;55;;;;;;;;;
1/1/2016;2016;Dolores;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Dolores;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Dolores;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Dolores;Total de víctimas de lesiones dolosas;42;;;;;;;;;
1/1/2017;2017;Dolores;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Dolores;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2018;2018;Dolores;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Dolores;Total de víctimas de lesiones dolosas;23;;;;;;;;;
1/1/2018;2018;Dolores;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2018;2018;Dolores;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2019;2019;Dolores;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2019;2019;Dolores;Total de víctimas de lesiones dolosas;44;;;;;;;;;
1/1/2019;2019;Dolores;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Dolores;Total de víctimas de violaciones;9;;;;;;;;;
1/1/2020;2020;Dolores;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Dolores;Total de víctimas de lesiones dolosas;85;;;;;;;;;
1/1/2020;2020;Dolores;Total de víctimas de otros delitos contra la integridad sexual;7;;;;;;;;;
1/1/2020;2020;Dolores;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2021;2021;Dolores;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Dolores;Total de víctimas de lesiones dolosas;157;;;;;;;;;
1/1/2021;2021;Dolores;Total de víctimas de otros delitos contra la integridad sexual;28;;;;;;;;;
1/1/2021;2021;Dolores;Total de víctimas de violaciones;12;;;;;;;;;
1/1/2014;2014;Ensenada;Total de víctimas de homicidios dolosos;7;;;;;;;;;
1/1/2014;2014;Ensenada;Total de víctimas de lesiones dolosas;298;;;;;;;;;
1/1/2014;2014;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2014;2014;Ensenada;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Ensenada;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Ensenada;Total de víctimas de lesiones dolosas;216;;;;;;;;;
1/1/2015;2015;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2015;2015;Ensenada;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Ensenada;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2016;2016;Ensenada;Total de víctimas de lesiones dolosas;251;;;;;;;;;
1/1/2016;2016;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Ensenada;Total de víctimas de violaciones;7;;;;;;;;;
1/1/2017;2017;Ensenada;Total de víctimas de homicidios dolosos;8;;;;;;;;;
1/1/2017;2017;Ensenada;Total de víctimas de lesiones dolosas;268;;;;;;;;;
1/1/2017;2017;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2017;2017;Ensenada;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2018;2018;Ensenada;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2018;2018;Ensenada;Total de víctimas de lesiones dolosas;291;;;;;;;;;
1/1/2018;2018;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2018;2018;Ensenada;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Ensenada;Total de víctimas de homicidios dolosos;4;;;;;;;;;
1/1/2019;2019;Ensenada;Total de víctimas de lesiones dolosas;343;;;;;;;;;
1/1/2019;2019;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2019;2019;Ensenada;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Ensenada;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2020;2020;Ensenada;Total de víctimas de lesiones dolosas;294;;;;;;;;;
1/1/2020;2020;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2020;2020;Ensenada;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2021;2021;Ensenada;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2021;2021;Ensenada;Total de víctimas de lesiones dolosas;391;;;;;;;;;
1/1/2021;2021;Ensenada;Total de víctimas de otros delitos contra la integridad sexual;12;;;;;;;;;
1/1/2021;2021;Ensenada;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2014;2014;Escobar;Total de víctimas de homicidios dolosos;22;;;;;;;;;
1/1/2014;2014;Escobar;Total de víctimas de lesiones dolosas;912;;;;;;;;;
1/1/2014;2014;Escobar;Total de víctimas de otros delitos contra la integridad sexual;154;;;;;;;;;
1/1/2014;2014;Escobar;Total de víctimas de violaciones;16;;;;;;;;;
1/1/2015;2015;Escobar;Total de víctimas de homicidios dolosos;16;;;;;;;;;
1/1/2015;2015;Escobar;Total de víctimas de lesiones dolosas;864;;;;;;;;;
1/1/2015;2015;Escobar;Total de víctimas de otros delitos contra la integridad sexual;157;;;;;;;;;
1/1/2015;2015;Escobar;Total de víctimas de violaciones;21;;;;;;;;;
1/1/2016;2016;Escobar;Total de víctimas de homicidios dolosos;12;;;;;;;;;
1/1/2016;2016;Escobar;Total de víctimas de lesiones dolosas;756;;;;;;;;;
1/1/2016;2016;Escobar;Total de víctimas de otros delitos contra la integridad sexual;36;;;;;;;;;
1/1/2016;2016;Escobar;Total de víctimas de violaciones;11;;;;;;;;;
1/1/2017;2017;Escobar;Total de víctimas de homicidios dolosos;10;;;;;;;;;
1/1/2017;2017;Escobar;Total de víctimas de lesiones dolosas;888;;;;;;;;;
1/1/2017;2017;Escobar;Total de víctimas de otros delitos contra la integridad sexual;34;;;;;;;;;
1/1/2017;2017;Escobar;Total de víctimas de violaciones;14;;;;;;;;;
1/1/2018;2018;Escobar;Total de víctimas de homicidios dolosos;9;;;;;;;;;
1/1/2018;2018;Escobar;Total de víctimas de lesiones dolosas;974;;;;;;;;;
1/1/2018;2018;Escobar;Total de víctimas de otros delitos contra la integridad sexual;31;;;;;;;;;
1/1/2018;2018;Escobar;Total de víctimas de violaciones;18;;;;;;;;;
1/1/2019;2019;Escobar;Total de víctimas de homicidios dolosos;6;;;;;;;;;
1/1/2019;2019;Escobar;Total de víctimas de lesiones dolosas;813;;;;;;;;;
1/1/2019;2019;Escobar;Total de víctimas de otros delitos contra la integridad sexual;25;;;;;;;;;
1/1/2019;2019;Escobar;Total de víctimas de violaciones;31;;;;;;;;;
1/1/2020;2020;Escobar;Total de víctimas de homicidios dolosos;13;;;;;;;;;
1/1/2020;2020;Escobar;Total de víctimas de lesiones dolosas;696;;;;;;;;;
1/1/2020;2020;Escobar;Total de víctimas de otros delitos contra la integridad sexual;155;;;;;;;;;
1/1/2020;2020;Escobar;Total de víctimas de violaciones;27;;;;;;;;;
1/1/2021;2021;Escobar;Total de víctimas de homicidios dolosos;13;;;;;;;;;
1/1/2021;2021;Escobar;Total de víctimas de lesiones dolosas;828;;;;;;;;;
1/1/2021;2021;Escobar;Total de víctimas de otros delitos contra la integridad sexual;282;;;;;;;;;
1/1/2021;2021;Escobar;Total de víctimas de violaciones;35;;;;;;;;;
1/1/2014;2014;Esteban Echeverría;Total de víctimas de homicidios dolosos;36;;;;;;;;;
1/1/2014;2014;Esteban Echeverría;Total de víctimas de lesiones dolosas;2076;;;;;;;;;
1/1/2014;2014;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;42;;;;;;;;;
1/1/2014;2014;Esteban Echeverría;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2015;2015;Esteban Echeverría;Total de víctimas de homicidios dolosos;40;;;;;;;;;
1/1/2015;2015;Esteban Echeverría;Total de víctimas de lesiones dolosas;1954;;;;;;;;;
1/1/2015;2015;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;26;;;;;;;;;
1/1/2015;2015;Esteban Echeverría;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Esteban Echeverría;Total de víctimas de homicidios dolosos;31;;;;;;;;;
1/1/2016;2016;Esteban Echeverría;Total de víctimas de lesiones dolosas;577;;;;;;;;;
1/1/2016;2016;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;13;;;;;;;;;
1/1/2016;2016;Esteban Echeverría;Total de víctimas de violaciones;12;;;;;;;;;
1/1/2017;2017;Esteban Echeverría;Total de víctimas de homicidios dolosos;29;;;;;;;;;
1/1/2017;2017;Esteban Echeverría;Total de víctimas de lesiones dolosas;517;;;;;;;;;
1/1/2017;2017;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;11;;;;;;;;;
1/1/2017;2017;Esteban Echeverría;Total de víctimas de violaciones;21;;;;;;;;;
1/1/2018;2018;Esteban Echeverría;Total de víctimas de homicidios dolosos;41;;;;;;;;;
1/1/2018;2018;Esteban Echeverría;Total de víctimas de lesiones dolosas;460;;;;;;;;;
1/1/2018;2018;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;10;;;;;;;;;
1/1/2018;2018;Esteban Echeverría;Total de víctimas de violaciones;22;;;;;;;;;
1/1/2019;2019;Esteban Echeverría;Total de víctimas de homicidios dolosos;24;;;;;;;;;
1/1/2019;2019;Esteban Echeverría;Total de víctimas de lesiones dolosas;612;;;;;;;;;
1/1/2019;2019;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;13;;;;;;;;;
1/1/2019;2019;Esteban Echeverría;Total de víctimas de violaciones;17;;;;;;;;;
1/1/2020;2020;Esteban Echeverría;Total de víctimas de homicidios dolosos;20;;;;;;;;;
1/1/2020;2020;Esteban Echeverría;Total de víctimas de lesiones dolosas;471;;;;;;;;;
1/1/2020;2020;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;146;;;;;;;;;
1/1/2020;2020;Esteban Echeverría;Total de víctimas de violaciones;17;;;;;;;;;
1/1/2021;2021;Esteban Echeverría;Total de víctimas de homicidios dolosos;17;;;;;;;;;
1/1/2021;2021;Esteban Echeverría;Total de víctimas de lesiones dolosas;1018;;;;;;;;;
1/1/2021;2021;Esteban Echeverría;Total de víctimas de otros delitos contra la integridad sexual;392;;;;;;;;;
1/1/2021;2021;Esteban Echeverría;Total de víctimas de violaciones;63;;;;;;;;;
1/1/2014;2014;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;4;;;;;;;;;
1/1/2014;2014;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;185;;;;;;;;;
1/1/2014;2014;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;11;;;;;;;;;
1/1/2014;2014;Exaltación de la Cruz;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;2;;;;;;;;;
