barrio,ingresos_totales,anio
PUERTO MADERO,0,2017
RETIRO,0,2017
SAN NICOLAS,0,2017
SAN TELMO,0,2017
AGRONOMIA,25000,2017
CHACARITA,25000,2017
PARQUE CHAS,25000,2017
PATERNAL,25000,2017
VILLA CRESPO,25000,2017
VILLA ORTUZAR,25000,2017
AGRONOMIA,7205,2017
CHACARITA,7205,2017
PARQUE CHAS,7205,2017
PATERNAL,7205,2017
VILLA CRESPO,7205,2017
VILLA ORTUZAR,7205,2017
RECOLETA,0,2017
RECOLETA,8500,2017
RECOLETA,0,2017
FLORES,18700,2017
PARQUE CHACABUCO,18700,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
AGRONOMIA,35000,2017
CHACARITA,35000,2017
PARQUE CHAS,35000,2017
PATERNAL,35000,2017
VILLA CRESPO,35000,2017
VILLA ORTUZAR,35000,2017
PALERMO,20000,2017
PALERMO,12500,2017
BELGRANO,48000,2017
COLEGIALES,48000,2017
NUÑEZ,48000,2017
BELGRANO,16000,2017
COLEGIALES,16000,2017
NUÑEZ,16000,2017
BELGRANO,19000,2017
COLEGIALES,19000,2017
NUÑEZ,19000,2017
BALVANERA,23000,2017
SAN CRISTOBAL,23000,2017
BALVANERA,0,2017
SAN CRISTOBAL,0,2017
AGRONOMIA,25000,2017
CHACARITA,25000,2017
PARQUE CHAS,25000,2017
PATERNAL,25000,2017
VILLA CRESPO,25000,2017
VILLA ORTUZAR,25000,2017
ALMAGRO,78000,2017
BOEDO,78000,2017
ALMAGRO,80000,2017
BOEDO,80000,2017
ALMAGRO,0,2017
BOEDO,0,2017
ALMAGRO,0,2017
BOEDO,0,2017
ALMAGRO,0,2017
BOEDO,0,2017
PALERMO,225500,2017
PALERMO,65000,2017
PALERMO,0,2017
PALERMO,0,2017
CONSTITUCION,15000,2017
MONSERRAT,15000,2017
PUERTO MADERO,15000,2017
RETIRO,15000,2017
SAN NICOLAS,15000,2017
SAN TELMO,15000,2017
CONSTITUCION,16000,2017
MONSERRAT,16000,2017
PUERTO MADERO,16000,2017
RETIRO,16000,2017
SAN NICOLAS,16000,2017
SAN TELMO,16000,2017
CONSTITUCION,64500,2017
MONSERRAT,64500,2017
PUERTO MADERO,64500,2017
RETIRO,64500,2017
SAN NICOLAS,64500,2017
SAN TELMO,64500,2017
CONSTITUCION,7000,2017
MONSERRAT,7000,2017
PUERTO MADERO,7000,2017
RETIRO,7000,2017
SAN NICOLAS,7000,2017
SAN TELMO,7000,2017
CONSTITUCION,0,2017
MONSERRAT,0,2017
PUERTO MADERO,0,2017
RETIRO,0,2017
SAN NICOLAS,0,2017
SAN TELMO,0,2017
VILLA LUGANO,18000,2017
VILLA RIACHUELO,18000,2017
VILLA SOLDATI,18000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,10400,2017
VILLA RIACHUELO,10400,2017
VILLA SOLDATI,10400,2017
VILLA LUGANO,4000,2017
VILLA RIACHUELO,4000,2017
VILLA SOLDATI,4000,2017
VILLA LUGANO,17000,2017
VILLA RIACHUELO,17000,2017
VILLA SOLDATI,17000,2017
PALERMO,60000,2017
PALERMO,40000,2017
BARRACAS,30000,2017
BOCA,30000,2017
NUEVA POMPEYA,30000,2017
PARQUE PATRICIOS,30000,2017
BARRACAS,7000,2017
BOCA,7000,2017
NUEVA POMPEYA,7000,2017
PARQUE PATRICIOS,7000,2017
BARRACAS,35000,2017
BOCA,35000,2017
NUEVA POMPEYA,35000,2017
PARQUE PATRICIOS,35000,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,20000,2017
BOCA,20000,2017
NUEVA POMPEYA,20000,2017
PARQUE PATRICIOS,20000,2017
BARRACAS,30000,2017
BOCA,30000,2017
NUEVA POMPEYA,30000,2017
PARQUE PATRICIOS,30000,2017
BARRACAS,30000,2017
BOCA,30000,2017
NUEVA POMPEYA,30000,2017
PARQUE PATRICIOS,30000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
LINIERS,12000,2017
MATADEROS,12000,2017
PARQUE AVELLANEDA,12000,2017
LINIERS,5000,2017
MATADEROS,5000,2017
PARQUE AVELLANEDA,5000,2017
FLORES,5640,2017
PARQUE CHACABUCO,5640,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
FLORES,2000,2017
PARQUE CHACABUCO,2000,2017
FLORES,25000,2017
PARQUE CHACABUCO,25000,2017
FLORES,8000,2017
PARQUE CHACABUCO,8000,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
BALVANERA,16400,2017
SAN CRISTOBAL,16400,2017
BALVANERA,20000,2017
SAN CRISTOBAL,20000,2017
LINIERS,3000,2017
MATADEROS,3000,2017
PARQUE AVELLANEDA,3000,2017
VILLA LUGANO,32000,2017
VILLA RIACHUELO,32000,2017
VILLA SOLDATI,32000,2017
VILLA LUGANO,30000,2017
VILLA RIACHUELO,30000,2017
VILLA SOLDATI,30000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
FLORES,3000,2017
PARQUE CHACABUCO,3000,2017
FLORES,5500,2017
PARQUE CHACABUCO,5500,2017
FLORES,4400,2017
PARQUE CHACABUCO,4400,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
LINIERS,4500,2017
MATADEROS,4500,2017
PARQUE AVELLANEDA,4500,2017
LINIERS,10000,2017
MATADEROS,10000,2017
PARQUE AVELLANEDA,10000,2017
LINIERS,4720,2017
MATADEROS,4720,2017
PARQUE AVELLANEDA,4720,2017
LINIERS,0,2017
MATADEROS,0,2017
PARQUE AVELLANEDA,0,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,30000,2017
BOCA,30000,2017
NUEVA POMPEYA,30000,2017
PARQUE PATRICIOS,30000,2017
BARRACAS,15000,2017
BOCA,15000,2017
NUEVA POMPEYA,15000,2017
PARQUE PATRICIOS,15000,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,22500,2017
BOCA,22500,2017
NUEVA POMPEYA,22500,2017
PARQUE PATRICIOS,22500,2017
BARRACAS,17000,2017
BOCA,17000,2017
NUEVA POMPEYA,17000,2017
PARQUE PATRICIOS,17000,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
AGRONOMIA,8000,2017
CHACARITA,8000,2017
PARQUE CHAS,8000,2017
PATERNAL,8000,2017
VILLA CRESPO,8000,2017
VILLA ORTUZAR,8000,2017
AGRONOMIA,18400,2017
CHACARITA,18400,2017
PARQUE CHAS,18400,2017
PATERNAL,18400,2017
VILLA CRESPO,18400,2017
VILLA ORTUZAR,18400,2017
AGRONOMIA,0,2017
CHACARITA,0,2017
PARQUE CHAS,0,2017
PATERNAL,0,2017
VILLA CRESPO,0,2017
VILLA ORTUZAR,0,2017
LINIERS,25000,2017
MATADEROS,25000,2017
PARQUE AVELLANEDA,25000,2017
LINIERS,20000,2017
MATADEROS,20000,2017
PARQUE AVELLANEDA,20000,2017
LINIERS,4000,2017
MATADEROS,4000,2017
PARQUE AVELLANEDA,4000,2017
LINIERS,7400,2017
MATADEROS,7400,2017
PARQUE AVELLANEDA,7400,2017
LINIERS,0,2017
MATADEROS,0,2017
PARQUE AVELLANEDA,0,2017
LINIERS,0,2017
MATADEROS,0,2017
PARQUE AVELLANEDA,0,2017
PALERMO,12000,2017
PALERMO,15000,2017
PALERMO,0,2017
BARRACAS,8600,2017
BOCA,8600,2017
NUEVA POMPEYA,8600,2017
PARQUE PATRICIOS,8600,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,7000,2017
BOCA,7000,2017
NUEVA POMPEYA,7000,2017
PARQUE PATRICIOS,7000,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,8000,2017
VILLA RIACHUELO,8000,2017
VILLA SOLDATI,8000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,11000,2017
VILLA RIACHUELO,11000,2017
VILLA SOLDATI,11000,2017
BARRACAS,35000,2017
BOCA,35000,2017
NUEVA POMPEYA,35000,2017
PARQUE PATRICIOS,35000,2017
BARRACAS,15000,2017
BOCA,15000,2017
NUEVA POMPEYA,15000,2017
PARQUE PATRICIOS,15000,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,7200,2017
BOCA,7200,2017
NUEVA POMPEYA,7200,2017
PARQUE PATRICIOS,7200,2017
BELGRANO,23604,2017
COLEGIALES,23604,2017
NUÑEZ,23604,2017
BELGRANO,35000,2017
COLEGIALES,35000,2017
NUÑEZ,35000,2017
BELGRANO,0,2017
COLEGIALES,0,2017
NUÑEZ,0,2017
BELGRANO,0,2017
COLEGIALES,0,2017
NUÑEZ,0,2017
BELGRANO,0,2017
COLEGIALES,0,2017
NUÑEZ,0,2017
FLORES,1000,2017
PARQUE CHACABUCO,1000,2017
FLORES,45000,2017
PARQUE CHACABUCO,45000,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
VILLA LUGANO,10000,2017
VILLA RIACHUELO,10000,2017
VILLA SOLDATI,10000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA DEL PARQUE,30000,2017
VILLA DEVOTO,30000,2017
VILLA GRAL. MITRE,30000,2017
VILLA SANTA RITA,30000,2017
VILLA DEL PARQUE,18000,2017
VILLA DEVOTO,18000,2017
VILLA GRAL. MITRE,18000,2017
VILLA SANTA RITA,18000,2017
VILLA DEL PARQUE,0,2017
VILLA DEVOTO,0,2017
VILLA GRAL. MITRE,0,2017
VILLA SANTA RITA,0,2017
FLORESTA,15000,2017
MONTE CASTRO,15000,2017
VELEZ SARSFIELD,15000,2017
VERSALLES,15000,2017
VILLA LURO,15000,2017
VILLA REAL,15000,2017
FLORESTA,9400,2017
MONTE CASTRO,9400,2017
VELEZ SARSFIELD,9400,2017
VERSALLES,9400,2017
VILLA LURO,9400,2017
VILLA REAL,9400,2017
FLORESTA,5000,2017
MONTE CASTRO,5000,2017
VELEZ SARSFIELD,5000,2017
VERSALLES,5000,2017
VILLA LURO,5000,2017
VILLA REAL,5000,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
FLORESTA,25000,2017
MONTE CASTRO,25000,2017
VELEZ SARSFIELD,25000,2017
VERSALLES,25000,2017
VILLA LURO,25000,2017
VILLA REAL,25000,2017
VILLA LUGANO,9000,2017
VILLA RIACHUELO,9000,2017
VILLA SOLDATI,9000,2017
VILLA LUGANO,4000,2017
VILLA RIACHUELO,4000,2017
VILLA SOLDATI,4000,2017
VILLA LUGANO,4000,2017
VILLA RIACHUELO,4000,2017
VILLA SOLDATI,4000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,17000,2017
VILLA RIACHUELO,17000,2017
VILLA SOLDATI,17000,2017
VILLA LUGANO,8000,2017
VILLA RIACHUELO,8000,2017
VILLA SOLDATI,8000,2017
FLORESTA,20000,2017
MONTE CASTRO,20000,2017
VELEZ SARSFIELD,20000,2017
VERSALLES,20000,2017
VILLA LURO,20000,2017
VILLA REAL,20000,2017
FLORESTA,6000,2017
MONTE CASTRO,6000,2017
VELEZ SARSFIELD,6000,2017
VERSALLES,6000,2017
VILLA LURO,6000,2017
VILLA REAL,6000,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
FLORES,18000,2017
PARQUE CHACABUCO,18000,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
FLORES,5100,2017
PARQUE CHACABUCO,5100,2017
FLORES,14000,2017
PARQUE CHACABUCO,14000,2017
CABALLITO,11000,2017
CABALLITO,9000,2017
CABALLITO,0,2017
CABALLITO,0,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,4000,2017
VILLA RIACHUELO,4000,2017
VILLA SOLDATI,4000,2017
VILLA LUGANO,2000,2017
VILLA RIACHUELO,2000,2017
VILLA SOLDATI,2000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
LINIERS,20000,2017
MATADEROS,20000,2017
PARQUE AVELLANEDA,20000,2017
LINIERS,2400,2017
MATADEROS,2400,2017
PARQUE AVELLANEDA,2400,2017
LINIERS,0,2017
MATADEROS,0,2017
PARQUE AVELLANEDA,0,2017
COGHLAN,30000,2017
SAAVEDRA,30000,2017
VILLA PUEYRREDON,30000,2017
VILLA URQUIZA,30000,2017
RECOLETA,15000,2017
VILLA LUGANO,25000,2017
VILLA RIACHUELO,25000,2017
VILLA SOLDATI,25000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,15000,2017
VILLA RIACHUELO,15000,2017
VILLA SOLDATI,15000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,15000,2017
VILLA RIACHUELO,15000,2017
VILLA SOLDATI,15000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,18000,2017
VILLA RIACHUELO,18000,2017
VILLA SOLDATI,18000,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
VILLA LUGANO,12000,2017
VILLA RIACHUELO,12000,2017
VILLA SOLDATI,12000,2017
VILLA LUGANO,10000,2017
VILLA RIACHUELO,10000,2017
VILLA SOLDATI,10000,2017
VILLA LUGANO,9200,2017
VILLA RIACHUELO,9200,2017
VILLA SOLDATI,9200,2017
VILLA LUGANO,250,2017
VILLA RIACHUELO,250,2017
VILLA SOLDATI,250,2017
VILLA LUGANO,250,2017
VILLA RIACHUELO,250,2017
VILLA SOLDATI,250,2017
BALVANERA,22000,2017
SAN CRISTOBAL,22000,2017
BALVANERA,5000,2017
SAN CRISTOBAL,5000,2017
CONSTITUCION,28000,2017
MONSERRAT,28000,2017
PUERTO MADERO,28000,2017
RETIRO,28000,2017
SAN NICOLAS,28000,2017
SAN TELMO,28000,2017
BARRACAS,7300,2017
BOCA,7300,2017
NUEVA POMPEYA,7300,2017
PARQUE PATRICIOS,7300,2017
BARRACAS,6000,2017
BOCA,6000,2017
NUEVA POMPEYA,6000,2017
PARQUE PATRICIOS,6000,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,4000,2017
BOCA,4000,2017
NUEVA POMPEYA,4000,2017
PARQUE PATRICIOS,4000,2017
CONSTITUCION,13500,2017
MONSERRAT,13500,2017
PUERTO MADERO,13500,2017
RETIRO,13500,2017
SAN NICOLAS,13500,2017
SAN TELMO,13500,2017
CONSTITUCION,7500,2017
MONSERRAT,7500,2017
PUERTO MADERO,7500,2017
RETIRO,7500,2017
SAN NICOLAS,7500,2017
SAN TELMO,7500,2017
CONSTITUCION,6000,2017
MONSERRAT,6000,2017
PUERTO MADERO,6000,2017
RETIRO,6000,2017
SAN NICOLAS,6000,2017
SAN TELMO,6000,2017
CONSTITUCION,2000,2017
MONSERRAT,2000,2017
PUERTO MADERO,2000,2017
RETIRO,2000,2017
SAN NICOLAS,2000,2017
SAN TELMO,2000,2017
CONSTITUCION,600,2017
MONSERRAT,600,2017
PUERTO MADERO,600,2017
RETIRO,600,2017
SAN NICOLAS,600,2017
SAN TELMO,600,2017
CONSTITUCION,1000,2017
MONSERRAT,1000,2017
PUERTO MADERO,1000,2017
RETIRO,1000,2017
SAN NICOLAS,1000,2017
SAN TELMO,1000,2017
CONSTITUCION,0,2017
MONSERRAT,0,2017
PUERTO MADERO,0,2017
RETIRO,0,2017
SAN NICOLAS,0,2017
SAN TELMO,0,2017
BELGRANO,20000,2017
COLEGIALES,20000,2017
NUÑEZ,20000,2017
LINIERS,10250,2017
MATADEROS,10250,2017
PARQUE AVELLANEDA,10250,2017
LINIERS,4700,2017
MATADEROS,4700,2017
PARQUE AVELLANEDA,4700,2017
LINIERS,2000,2017
MATADEROS,2000,2017
PARQUE AVELLANEDA,2000,2017
LINIERS,0,2017
MATADEROS,0,2017
PARQUE AVELLANEDA,0,2017
VILLA LUGANO,0,2017
VILLA RIACHUELO,0,2017
VILLA SOLDATI,0,2017
AGRONOMIA,7000,2017
CHACARITA,7000,2017
PARQUE CHAS,7000,2017
PATERNAL,7000,2017
VILLA CRESPO,7000,2017
VILLA ORTUZAR,7000,2017
AGRONOMIA,15500,2017
CHACARITA,15500,2017
PARQUE CHAS,15500,2017
PATERNAL,15500,2017
VILLA CRESPO,15500,2017
VILLA ORTUZAR,15500,2017
AGRONOMIA,5000,2017
CHACARITA,5000,2017
PARQUE CHAS,5000,2017
PATERNAL,5000,2017
VILLA CRESPO,5000,2017
VILLA ORTUZAR,5000,2017
CONSTITUCION,10000,2017
MONSERRAT,10000,2017
PUERTO MADERO,10000,2017
RETIRO,10000,2017
SAN NICOLAS,10000,2017
SAN TELMO,10000,2017
CONSTITUCION,2000,2017
MONSERRAT,2000,2017
PUERTO MADERO,2000,2017
RETIRO,2000,2017
SAN NICOLAS,2000,2017
SAN TELMO,2000,2017
CONSTITUCION,4000,2017
MONSERRAT,4000,2017
PUERTO MADERO,4000,2017
RETIRO,4000,2017
SAN NICOLAS,4000,2017
SAN TELMO,4000,2017
CONSTITUCION,0,2017
MONSERRAT,0,2017
PUERTO MADERO,0,2017
RETIRO,0,2017
SAN NICOLAS,0,2017
SAN TELMO,0,2017
FLORESTA,8800,2017
MONTE CASTRO,8800,2017
VELEZ SARSFIELD,8800,2017
VERSALLES,8800,2017
VILLA LURO,8800,2017
VILLA REAL,8800,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
LINIERS,28000,2017
MATADEROS,28000,2017
PARQUE AVELLANEDA,28000,2017
CONSTITUCION,0,2017
MONSERRAT,0,2017
PUERTO MADERO,0,2017
RETIRO,0,2017
SAN NICOLAS,0,2017
SAN TELMO,0,2017
LINIERS,6000,2017
MATADEROS,6000,2017
PARQUE AVELLANEDA,6000,2017
FLORESTA,18000,2017
MONTE CASTRO,18000,2017
VELEZ SARSFIELD,18000,2017
VERSALLES,18000,2017
VILLA LURO,18000,2017
VILLA REAL,18000,2017
AGRONOMIA,11000,2017
CHACARITA,11000,2017
PARQUE CHAS,11000,2017
PATERNAL,11000,2017
VILLA CRESPO,11000,2017
VILLA ORTUZAR,11000,2017
AGRONOMIA,15600,2017
CHACARITA,15600,2017
PARQUE CHAS,15600,2017
PATERNAL,15600,2017
VILLA CRESPO,15600,2017
VILLA ORTUZAR,15600,2017
AGRONOMIA,0,2017
CHACARITA,0,2017
PARQUE CHAS,0,2017
PATERNAL,0,2017
VILLA CRESPO,0,2017
VILLA ORTUZAR,0,2017
AGRONOMIA,0,2017
CHACARITA,0,2017
PARQUE CHAS,0,2017
PATERNAL,0,2017
VILLA CRESPO,0,2017
VILLA ORTUZAR,0,2017
AGRONOMIA,15000,2017
CHACARITA,15000,2017
PARQUE CHAS,15000,2017
PATERNAL,15000,2017
VILLA CRESPO,15000,2017
VILLA ORTUZAR,15000,2017
AGRONOMIA,25000,2017
CHACARITA,25000,2017
PARQUE CHAS,25000,2017
PATERNAL,25000,2017
VILLA CRESPO,25000,2017
VILLA ORTUZAR,25000,2017
FLORES,25000,2017
PARQUE CHACABUCO,25000,2017
FLORES,17000,2017
PARQUE CHACABUCO,17000,2017
FLORES,18000,2017
PARQUE CHACABUCO,18000,2017
FLORES,19000,2017
PARQUE CHACABUCO,19000,2017
PALERMO,63000,2017
PALERMO,58000,2017
PALERMO,20000,2017
PALERMO,16600,2017
PALERMO,20000,2017
PALERMO,10000,2017
BALVANERA,25000,2017
SAN CRISTOBAL,25000,2017
BALVANERA,12500,2017
SAN CRISTOBAL,12500,2017
BALVANERA,10000,2017
SAN CRISTOBAL,10000,2017
PALERMO,14000,2017
PALERMO,9800,2017
VILLA LUGANO,17000,2017
VILLA RIACHUELO,17000,2017
VILLA SOLDATI,17000,2017
VILLA LUGANO,15000,2017
VILLA RIACHUELO,15000,2017
VILLA SOLDATI,15000,2017
VILLA LUGANO,7200,2017
VILLA RIACHUELO,7200,2017
VILLA SOLDATI,7200,2017
BALVANERA,14000,2017
SAN CRISTOBAL,14000,2017
CABALLITO,27000,2017
CABALLITO,14000,2017
FLORES,25000,2017
PARQUE CHACABUCO,25000,2017
FLORES,40000,2017
PARQUE CHACABUCO,40000,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
BARRACAS,8800,2017
BOCA,8800,2017
NUEVA POMPEYA,8800,2017
PARQUE PATRICIOS,8800,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,6000,2017
BOCA,6000,2017
NUEVA POMPEYA,6000,2017
PARQUE PATRICIOS,6000,2017
BALVANERA,3200,2017
SAN CRISTOBAL,3200,2017
BALVANERA,5000,2017
SAN CRISTOBAL,5000,2017
LINIERS,30000,2017
MATADEROS,30000,2017
PARQUE AVELLANEDA,30000,2017
FLORES,26000,2017
PARQUE CHACABUCO,26000,2017
FLORES,27000,2017
PARQUE CHACABUCO,27000,2017
ALMAGRO,24000,2017
BOEDO,24000,2017
CABALLITO,20000,2017
CABALLITO,7200,2017
BARRACAS,67000,2017
BOCA,67000,2017
NUEVA POMPEYA,67000,2017
PARQUE PATRICIOS,67000,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
BARRACAS,0,2017
BOCA,0,2017
NUEVA POMPEYA,0,2017
PARQUE PATRICIOS,0,2017
CONSTITUCION,37000,2017
MONSERRAT,37000,2017
PUERTO MADERO,37000,2017
RETIRO,37000,2017
SAN NICOLAS,37000,2017
SAN TELMO,37000,2017
BELGRANO,12000,2017
COLEGIALES,12000,2017
NUÑEZ,12000,2017
COGHLAN,20000,2017
SAAVEDRA,20000,2017
VILLA PUEYRREDON,20000,2017
VILLA URQUIZA,20000,2017
COGHLAN,6000,2017
SAAVEDRA,6000,2017
VILLA PUEYRREDON,6000,2017
VILLA URQUIZA,6000,2017
COGHLAN,20000,2017
SAAVEDRA,20000,2017
VILLA PUEYRREDON,20000,2017
VILLA URQUIZA,20000,2017
COGHLAN,0,2017
SAAVEDRA,0,2017
VILLA PUEYRREDON,0,2017
VILLA URQUIZA,0,2017
AGRONOMIA,20000,2017
CHACARITA,20000,2017
PARQUE CHAS,20000,2017
PATERNAL,20000,2017
VILLA CRESPO,20000,2017
VILLA ORTUZAR,20000,2017
AGRONOMIA,2500,2017
CHACARITA,2500,2017
PARQUE CHAS,2500,2017
PATERNAL,2500,2017
VILLA CRESPO,2500,2017
VILLA ORTUZAR,2500,2017
AGRONOMIA,0,2017
CHACARITA,0,2017
PARQUE CHAS,0,2017
PATERNAL,0,2017
VILLA CRESPO,0,2017
VILLA ORTUZAR,0,2017
CABALLITO,31500,2017
CABALLITO,37000,2017
CABALLITO,7300,2017
PALERMO,19000,2017
PALERMO,14000,2017
PALERMO,23000,2017
CONSTITUCION,55000,2017
MONSERRAT,55000,2017
PUERTO MADERO,55000,2017
RETIRO,55000,2017
SAN NICOLAS,55000,2017
SAN TELMO,55000,2017
FLORES,50000,2017
PARQUE CHACABUCO,50000,2017
FLORES,20000,2017
PARQUE CHACABUCO,20000,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
FLORES,0,2017
PARQUE CHACABUCO,0,2017
LINIERS,15000,2017
MATADEROS,15000,2017
PARQUE AVELLANEDA,15000,2017
BELGRANO,39000,2017
COLEGIALES,39000,2017
NUÑEZ,39000,2017
BELGRANO,0,2017
COLEGIALES,0,2017
NUÑEZ,0,2017
BELGRANO,0,2017
COLEGIALES,0,2017
NUÑEZ,0,2017
BELGRANO,0,2017
COLEGIALES,0,2017
NUÑEZ,0,2017
COGHLAN,40000,2017
SAAVEDRA,40000,2017
VILLA PUEYRREDON,40000,2017
VILLA URQUIZA,40000,2017
COGHLAN,0,2017
SAAVEDRA,0,2017
VILLA PUEYRREDON,0,2017
VILLA URQUIZA,0,2017
COGHLAN,0,2017
SAAVEDRA,0,2017
VILLA PUEYRREDON,0,2017
VILLA URQUIZA,0,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
FLORESTA,20000,2017
MONTE CASTRO,20000,2017
VELEZ SARSFIELD,20000,2017
VERSALLES,20000,2017
VILLA LURO,20000,2017
VILLA REAL,20000,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
BALVANERA,75000,2017
SAN CRISTOBAL,75000,2017
BALVANERA,13000,2017
SAN CRISTOBAL,13000,2017
FLORESTA,40000,2017
MONTE CASTRO,40000,2017
VELEZ SARSFIELD,40000,2017
VERSALLES,40000,2017
VILLA LURO,40000,2017
VILLA REAL,40000,2017
FLORESTA,0,2017
MONTE CASTRO,0,2017
VELEZ SARSFIELD,0,2017
VERSALLES,0,2017
VILLA LURO,0,2017
VILLA REAL,0,2017
VILLA DEL PARQUE,60000,2017
VILLA DEVOTO,60000,2017
VILLA GRAL. MITRE,60000,2017
VILLA SANTA RITA,60000,2017
VILLA DEL PARQUE,36000,2017
VILLA DEVOTO,36000,2017
VILLA GRAL. MITRE,36000,2017
VILLA SANTA RITA,36000,2017
VILLA DEL PARQUE,28000,2017
VILLA DEVOTO,28000,2017
VILLA GRAL. MITRE,28000,2017
VILLA SANTA RITA,28000,2017
BELGRANO,35000,2017
COLEGIALES,35000,2017
NUÑEZ,35000,2017
LINIERS,30000,2017
MATADEROS,30000,2017
