nombre_est,barrio
Centro Educativo de Nivel Secundario N° 29,ALMAGRO
Jardín de Infantes Integral N° 04/02°,RECOLETA
Hogar San Rafael,VILLA DEVOTO
Conservatorio Superior de Música Manuel de Falla,ALMAGRO
Escuela Cristiana Evangélica Argentina,VILLA REAL
Inst. Juan Amos Comenio,VILLA REAL
Escuela de Enfermería Helena Larroque de Roffo,AGRONOMIA
Inst. Ntra. Sra. de la Misericordia,VILLA DEVOTO
Inst. Glaux,VILLA DEL PARQUE
Inst. Cristiano Evangélico Devoto,VILLA DEVOTO
Colegio del Trébol,VILLA DEL PARQUE
Inst. Santísima Virgen Niña,VILLA DEL PARQUE
Escuela del Mirador,VILLA DEVOTO
Inst. Platerillo,VILLA DEL PARQUE
Escuela Infantil N°11/01°,RETIRO
Colegio Evangélico Villa Devoto,VILLA DEVOTO
Inst. Schiller,VILLA DEL PARQUE
Conservatorio de Música de la Ciudad de Buenos Aires,ALMAGRO
Colegio Nuevo Pensar,VILLA DEL PARQUE
Inst. Secundario Cardenal Copello,VILLA DEVOTO
Centro Educativo Buenos Aires,VILLA DEL PARQUE
Inst. San José de Villa del Parque,VILLA DEL PARQUE
Villa Devoto School,VILLA DEVOTO
Inst. San Rafael,VILLA DEVOTO
Escuela Infantil N° 11/05° (a),PARQUE PATRICIOS
Inst. Modelo de Enseñanza Privada,VILLA REAL
Inst. San Antonio de Devoto,VILLA DEVOTO
Inst. Privado La Escuela de Hilel,VILLA DEL PARQUE
Escuela Infantil Inizio,VILLA DEVOTO
Colegio Hércules,VELEZ SARSFIELD
Valle Grande,MONTE CASTRO
Inst. Cristo Rey,VELEZ SARSFIELD
Inst. Dr. Dalmacio Velez Sarsfield,LINIERS
Escuela Modelo D. F. Sarmiento,VILLA LURO
Inst. Espíritu Santo,VELEZ SARSFIELD
Inst. Juan Bautista Berthier,VELEZ SARSFIELD
Inst. Santísimo Sacramento,VELEZ SARSFIELD
Colegio Nuevos Ayres,MONTE CASTRO
Inst. San Rafael (niñas),MONTE CASTRO
Inst. San Pedro,MONTE CASTRO
Inst. San Ramón Nonato,VELEZ SARSFIELD
Inst. San Cayetano,LINIERS
Inst. Cristo Maestro,FLORESTA
Inst. Ntra. Sra. del Buen y Perpetuo Socorro,VILLA LURO
Escuela Infantil La Casita del Sol,VERSALLES
Inst. Nuevo Sol de Educación Integral,VILLA LURO
Inst. Nuevo Sol de Educación Integral,VILLA LURO
Inst. Santísimo Corazón de Jesús,VILLA LURO
Escuela Cristiana de la Puerta Abierta,MONTE CASTRO
Escuela Infantil Burbujas,VELEZ SARSFIELD
Inst. Argentino Hebreo Marc Chagall,MONTE CASTRO
Inst. E.P.S.A. de Capacitación,VERSALLES
Inst. Nueva Pompeya,NUEVA POMPEYA
"Centro de Alfabetización, Educación Básica y Trabajo N° 68",NUEVA POMPEYA
"Centro de Alfabetización, Educación Básica y Trabajo N° 04",NUEVA POMPEYA
Esc. Normal Superior N° 01 en Lenguas Vivas Presidente R. Saenz Peña,RECOLETA
Inst. Cristo Obrero,VILLA SOLDATI
Inst. Ntra. Sra. de Fátima,VILLA SOLDATI
Inst. Ntra. Sra. de Fátima,VILLA SOLDATI
Inst. Ntra. Sra. de las Gracias,VILLA SOLDATI
Inst. Isaac Bakchellian,VILLA SOLDATI
Inst. San Judas Tadeo,PARQUE CHACABUCO
Esc. Primaria Común N° 07 Presidente Roca,SAN NICOLAS
Jardín Maternal San José,VILLA SOLDATI
Escuela de Arbitros,VILLA SOLDATI
Inst. Ntra. Sra. de la Paz,VILLA LUGANO
Inst. Superior Ntra. Sra. de la Paz,VILLA LUGANO
Inst. Don Orione,VILLA LUGANO
Inst. Madre del Buen Consejo,MATADEROS
Inst. San José,LINIERS
Esc. Primaria p/Adultos N° 14 Juan Martin de Pueyrredón,BALVANERA
Centro Educativo de Nivel Primario N° 37 - Padre Guanella,LINIERS
Inst. Ntra. Sra. de Luján de los Patriotas,MATADEROS
Inst. Superior de Enseñanza de Radiodifusión I.S.E.R.,RETIRO
Inst. Amanecer,VILLA RIACHUELO
Inst. María Ana Mogas,MATADEROS
Inst. San Cosme y San Damián,MATADEROS
Inst. Gustavo Adolfo Becquer,MATADEROS
Inst. Leopoldo Marechal,MATADEROS
Esc. Primaria Común N° 14 Juan Martín de Pueyrredón,BALVANERA
Inst. Dr. Raúl Juan Gandini,MATADEROS
Inst. Megly,MATADEROS
Primera Infancia JMC Sueñitos,VILLA LUGANO
Inst. Ntra. Sra. de las Nieves,LINIERS
Instituto Evangelico de Nueva Chicago,MATADEROS
Escuela Superior de Auxiliares de la Medicina,LINIERS
Colegio San Martín de los Andes,VILLA LUGANO
Inst. Sagrada Familia,VILLA RIACHUELO
Esc. Primaria Común N° 11,RETIRO
Escuela Infantil N° 05/02°,BALVANERA
Inst. Parroquial Canónigo Honorario Mario Fafian Alsina,VILLA LUGANO
Inst. Roberto Arlt,VILLA LUGANO
Inst. ESBA - Villa Lugano,VILLA LUGANO
Inst. Obra de la Conservación de la Fe,VILLA RIACHUELO
Kindergarten Murrungato,VILLA URQUIZA
Girasoles Escuela Activa,VILLA LURO
Inst. Educativo Argentino Liniers,LINIERS
Escuela Argentina de Moda,SAN NICOLAS
Centro Educativo de Nivel Primario N° 44,ALMAGRO
Inst. de Recreación Infantil Mi Casita,PALERMO
Inst. Los Angeles,CONSTITUCION
Inst. Superior de Turismo Perito Moreno,SAN NICOLAS
Fundación Perito Moreno,SAN NICOLAS
Inst. Aequalis,COLEGIALES
Inst. Pedagógico Mi Amanecer,VILLA PUEYRREDON
Liceo N° 04 Remedios de Escalada de San Martín,RECOLETA
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 21,RECOLETA
Nueva Escuela de Educación La Obra,FLORES
Escuela Integral Maimonides,FLORES
Bachillerato Popular de Adultos y Adolescentes MTR La Dignidad,VILLA SOLDATI
UGEE N° 04 Bachillerato Popular de Adultos y Adolescentes Chilavert,NUEVA POMPEYA
UGEE N° 03 Bachillerato Popular de Adultos y Adolescentes Maderera Córdoba,RECOLETA
Formación de Ciencias Empresariales,FLORES
Escuela del Sol,COLEGIALES
Primera Infancia San José Obrero,BOCA
Bachillerato Popular de Adultos y Adolescentes Barracas al Norte,BARRACAS
Primera Infancia Espacio de Juego Barracas una y otra vez,BARRACAS
"Centro de Alfabetización, Educación Básica y Trabajo N° 26",VILLA LUGANO
Colegio Secundario Santo Tomás de Aquino (anexo),COLEGIALES
Jardín de Infantes Nucleado A (EPCjs 07/01°) sede,SAN NICOLAS
El Rincón del Duende,FLORES
Esc. Primaria p/Adultos N° 16 Presidente Mitre,BALVANERA
Esc. Primaria Común N° 16 Presidente Mitre,BALVANERA
"Centro de Alfabetización, Educación Básica y Trabajo N° 87",VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 30",VILLA LUGANO
Jardín de Infantes Integral N° 18/21°,VILLA LUGANO
Jardín de Infantes Abrazando a mi niño,RECOLETA
"Centro de Alfabetización, Educación Básica y Trabajo N° 35 (JM Sueñitos)",VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 33 Caminos Abiertos",SAN CRISTOBAL
"Centro de Alfabetización, Educación Básica y Trabajo N° 67 Caminos Abiertos",SAN CRISTOBAL
"Centro de Alfabetización, Educación Básica y Trabajo N° 34",SAN CRISTOBAL
Inst. Superior del Prof. Dr. Joaquín V. González,BALVANERA
Esc. de Educación Media N° 02/13°,PARQUE AVELLANEDA
Esc. de Comercio N° 17 Santa María de los Buenos Aires,VILLA GRAL. MITRE
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,MONTSERRAT
Aprendemos a Crecer,ALMAGRO
Campos en Flor,BELGRANO
Bloomfield Kindergarten,BELGRANO
Bloomes,RECOLETA
Bloomes,PALERMO
Centro de Educación Creativa La Aldea del Buen Ayre,BOEDO
Escuela Infantil Chicos,PALERMO
Chicos Kids,PALERMO
Colegio Tarbut,BELGRANO
Color de Ciruela,VILLA CRESPO
Kinder One,PALERMO
Escuela Infantil El Jardín de la Estación,FLORESTA
Escuela Infantil El Jardín de la Estación,FLORESTA
El Jardín de los Abrazos,CABALLITO
El Jardín de los Abrazos,CABALLITO
El Jardín de los Colores,FLORESTA
El Jardín de los Naranjos de Buenos Aires,FLORES
El Jardín de Moni-K,VILLA URQUIZA
Escuela Infantil Jardín del Delfín,CABALLITO
El Jardín del Fondo,VILLA URQUIZA
El Mundo de los Bajitos,VILLA URQUIZA
El Mundo de los Bajitos,PARQUE CHACABUCO
En Busca del Sol,PATERNAL
Escuela Infantil El jardín de Palermo,RECOLETA
Escuela Infantil Daddy Ross Garden,MONTE CASTRO
Escuela Infantil Artelin,ALMAGRO
Escuela Infantil Coghlan School,COGHLAN
Escuela Infantil Color Esperanza,BOCA
Escuela Infantil En Marcha Estoy,CABALLITO
Escuela Infantil En Marcha Estoy,CABALLITO
Escuela Infantil En Marcha Estoy,CABALLITO
Escuela Infantil Jardín del Tiempo,CABALLITO
Escuela Infantil Jardín del Tiempo,CABALLITO
Escuela Infantil Mi Mundo Feliz,CABALLITO
Escuela Infantil Querubines,PALERMO
Snoopy,CABALLITO
Escuela Infantil Con-Vivencias,VILLA DEVOTO
Escuela Infantil Mariposa Azul,CABALLITO
Escuela Infantil Mis Primeros Años,CABALLITO
Escuela Infantil Oliden Garden,VILLA LUGANO
Escuela Infantil Osito Mimoso,BALVANERA
Escuela Infantil La Tortuga Viajera,VILLA URQUIZA
Escuela Infantil Crema y Chocolate,BOEDO
Escuela Infantil Con Ojos de Niño,FLORES
Escuela Infantil Manchitas,VILLA GRAL. MITRE
Escuela Infantil Ardillitas,BOEDO
Escuela Infantil Burbujitas,AGRONOMIA
Escuela Infantil Cinco Soles,PALERMO
Escuela Infantil Coccolino,VILLA URQUIZA
Escuela Infantil Cyberpibes anexo,BALVANERA
Escuela Infantil Diálogos,MONTSERRAT
Escuela Infantil Dulce Jardín,MATADEROS
Escuela Infantil N° 06/06° ex H° Ramos Mejía,BALVANERA
Esc. Normal Superior N° 09 Domingo Faustino Sarmiento,BALVANERA
Escuela Infantil El Gato con Notas,BELGRANO
Escuela Infantil El Payaso,FLORES
Escuela Infantil El Payaso,FLORES
Escuela Infantil El Topito,SAN NICOLAS
Escuela Infantil Enanitos Revoltosos,BARRACAS
Escuela Infantil Enanitos Revoltosos,BARRACAS
Escuela Infantil Hermanos Felices,CABALLITO
Escuela Infantil Jardín Modelo,CABALLITO
Escuela Infantil Jarpadimpi,CABALLITO
Escuela Infantil Jarpadimpi,CABALLITO
Escuela Infantil Kinder Planet,BELGRANO
Escuela Infantil La Casita de Any,NUÑEZ
Escuela Infantil La Casita de Any,NUÑEZ
Escuela Infantil La Luna y el Sol,BELGRANO
Escuela Infantil La Monedita,RETIRO
CENOF Centro Angel Gallardo,CABALLITO
Esc. Primaria Común N° 17 Presidente Uriburu,CABALLITO
Escuela Infantil La Tortuga Juanola,PALERMO
Escuela Infantil Libertad,RETIRO
Escuela Infantil Lihuen,SAN NICOLAS
Esc. Nacional de Experimentación y Realización Cinematográfica,MONTSERRAT
Liceo N° 07 Domingo Faustino Sarmiento,BALVANERA
Escuela Infantil Tiempo de Ser Feliz,ALMAGRO
Escuela Infantil Loria,BALVANERA
Escuela Infantil Los Naranjos,NUÑEZ
Escuela Infantil Magic Room,BELGRANO
Escuela Infantil Cyberpibes,BOEDO
Escuela Infantil Mi Grupito,PARQUE PATRICIOS
Escuela Infantil Mi Grupito,PARQUE PATRICIOS
Escuela Infantil Mi Tiempo,PALERMO
Inst. Gloria de la Mañana,RECOLETA
Escuela Infantil Morning Glory,RECOLETA
Escuela Infantil Mundo Real,CABALLITO
Mundo Niños,CABALLITO
Escuela Infantil Naranjitas,VILLA CRESPO
Jardín de Infantes Nucleado C (EPCjc 17/02°) [Sede],CABALLITO
Escuela Infantil Ombliguitos,NUÑEZ
Escuela Infantil Osito Mimoso,ALMAGRO
Escuela Infantil Patio del Sol,VILLA REAL
Escuela Infantil Pecas y Flequillo,SAN CRISTOBAL
Escuela Infantil Pequitas,PARQUE AVELLANEDA
Escuela Infantil Pimpinela,NUEVA POMPEYA
Centro Educativo Cursos Especiales - Supervisión Cursos Especiales,SAN NICOLAS
Escuela Infantil Pompones,FLORES
Jardín Pulgarcito,RECOLETA
Esc. Primaria N° 24,VILLA LUGANO
Escuela Infantil Rincón de Duendes,VILLA DEVOTO
Escuela Infantil Ruiditos (s),VILLA DEL PARQUE
Escuela Infantil Semillitas I,MATADEROS
Mi Pequeño Mundo,VILLA LUGANO
Escuela Infantil Soñar Juntos,PARQUE CHACABUCO
Escuela Infantil Suricatas,VILLA URQUIZA
Escuela Infantil Suricatas,VILLA URQUIZA
Escuela Infantil Sweety Garden,VERSALLES
Escuela Infantil Tenderness,CABALLITO
Tiempo de Crecer,SAN CRISTOBAL
Escuela Infantil Tiempo de Crecer,SAN CRISTOBAL
Escuela Infantil Tiempo de Juego,ALMAGRO
Escuela Infantil Magic Room,VILLA CRESPO
Escuela Infantil Veo Veo,ALMAGRO
Escuela Infantil Wendy,CABALLITO
Cuento de Hadas,RECOLETA
Feedback Kindergarten,VILLA DEL PARQUE
Garabatos,MONTE CASTRO
Jardín de Infantes Nucleado B (EPCjs 08/02°) El Jardín del Abasto [Sede],BALVANERA
Escuela Infantil Gotitas de Sol,PARQUE CHACABUCO
Inst. Mundo Creativo,ALMAGRO
Jakaira Centro para madres y padres adolescentes,CHACARITA
Jardín Motrichicos,VILLA ORTUZAR
Jardín Andy Panda,VILLA DEL PARQUE
Jardín Azul Naranja (sede),PALERMO
Jardín de Infantes Alpargatita,BARRACAS
Jardín de Infantes El Principito,RECOLETA
Jardín de Infantes El Principito,RECOLETA
Jardín de Infantes Heidi,PARQUE AVELLANEDA
Escuela Infantil Happy Brothers,CABALLITO
Escuela Infantil Hermanos Felices,CABALLITO
LA PUERTA MAGICA,FLORES
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 02,CABALLITO
Jardín de Infantes Pipoka,VILLA CRESPO
Jardín Pipoka,VILLA CRESPO
Jardín de la Abuela,RETIRO
JardínLa Luna y el Sol,VILLA URQUIZA
Jardín de la Plaza,CONSTITUCION
Jardín de la Plaza,VILLA DEVOTO
Centro Educativo de Nivel Secundario N° 13,BALVANERA
Jardín de los Caminos,BELGRANO
Escuela Infantil Jesús,FLORESTA
Jardín de los Caminos,BELGRANO
New Sweet Palace,FLORES
Jardín del Girasol,CABALLITO
Jardín del Pino,RECOLETA
Jardín Dulce de Leche,PARQUE AVELLANEDA
El Arca de Noé,SAN CRISTOBAL
El Rincón del Duende,FLORES
Jardín de Infantes Estrellita,SAAVEDRA
Jardín Modelo Hermano Sol,VILLA SANTA RITA
Iupi Kindergarden,RECOLETA
JIN C DE 12 (ESC. PRIM. Nº 08 DE 12),VILLA SANTA RITA
Jardín La Casa del Bosque,CABALLITO
JARDIN LA ISLA DE MIS SUEÑOS,VILLA URQUIZA
Escuela Infantil N° 09/05°,NUEVA POMPEYA
Jardín Maternal Cancillería Dejando Huellas,RETIRO
Jardín Maternal Dr. Alfreso Pratt,SAN NICOLAS
El Elefante Trompita,SAN TELMO
Jardín Materno Infantil Familia Menuda,ALMAGRO
Jardín Materno Infantil Din Di Lat,BARRACAS
Jardín Materno Infantil El Libro Mágico,BALVANERA
Jardín Materno Infantil OSECAC Centro,SAN NICOLAS
El Feliz Mundo de Bigote,LINIERS
Centro Educativo de Nivel Secundario N° 03,SAN NICOLAS
Jardín Materno Infantil Patatín,SAN CRISTOBAL
Jardín Mi Sol,MONTSERRAT
Jardín Montpellier,ALMAGRO
Jardín Materno Infantil Nuestra Ilusión,NUEVA POMPEYA
Jardín de los Artistas,VILLA URQUIZA
Jardín Pau Pau,RECOLETA
Jardín Maternal Santa Clara,MONTSERRAT
Esc. Primaria Común N° 16 Wenceslao Posse,PALERMO
Jardín Ta Te Ti Nuñez,NUÑEZ
Violeta y Amarillo,ALMAGRO
Kinder School,ALMAGRO
La Casita del Hornero,VILLA DEVOTO
Escuela Infantil N° 08/10° Caminito (ex 03/15°),SAAVEDRA
La Galera Azul,PARQUE PATRICIOS
Los Almendros,COLEGIALES
Escuela Infantil Ruiditos (a),VILLA DEL PARQUE
Melody Garden,CABALLITO
Esc. Primaria Común N° 21 Hipolito Vieytes,SAN TELMO
Mi Jardín,VILLA URQUIZA
Esc. Primaria Común N° 18 Alejandro Carbo,ALMAGRO
Mi Jardín,VILLA CRESPO
Mi Jardín,PALERMO
Mi Jardín,VILLA PUEYRREDON
Escuela Infantil D'artagnan,NUÑEZ
Planeta Juego Belgrano,BELGRANO
Puerto Crianza,PUERTO MADERO
Rayito de Sol,MATADEROS
Recreando,ALMAGRO
SARA JARDIN MATERNAL,BARRACAS
Jardín de Infantes Nucleado D (EPCjc 18/02°),ALMAGRO
Sister's Garden,NUÑEZ
Jardín del Pasaje,RECOLETA
Sweetys Kindergarten,RECOLETA
Jardín Tierra de Aventuras,ALMAGRO
Jardín de Infantes Integral N° 10/01°,RETIRO
Centro Educativo de Nivel Secundario N° 313,RETIRO
Centro de Actividades Infantiles y Juveniles La Boca,BOCA
Centro de Actividades Infantiles y Juveniles La Boca,BOCA
Centro de Formación Profesional N° 25 (anexo 2) - Instituto Agote,PALERMO
Programa Contextos de Encierro Instituto Agote,PALERMO
Programa Contextos de Encierro Casa Flores,FLORES
Inst. San Tarsicio,RECOLETA
Inst. Colegio San Tarsicio,RECOLETA
Inst. del Profesorado en Enfermería Padre Luis Tezza,CABALLITO
Centro Educativo de Nivel Secundario N° 60,SAN TELMO
Esc. Primaria p/Adultos N° 08 Nicolás Avellaneda,SAN NICOLAS
Jardín Maternal N° 12/04°,SAN TELMO
Jardín Maternal N°10/09°,PALERMO
Inst. de Tecnología,MONTSERRAT
Escuela Argentina de Diseño de Espacios Verdes y de Interiores,MONTSERRAT
Escuela Infantil N° 11/20°,VILLA LUGANO
Escuela Infantil La Ronda,BELGRANO
Escuela Infantil Rayito de Sol,COLEGIALES
Escuela Infantil La Vaca de Humahuaca,ALMAGRO
Centro Educativo de Nivel Primario N° 14,RETIRO
Jardín de Infantes La Vaca de Humahuaca,ALMAGRO
Escuela Infantil Pequeña Aldea,FLORES
Escuela Infantil Mi pequeño Sol,PARQUE CHACABUCO
Jardín de Infantes Había Una Vez,VILLA GRAL. MITRE
Jardín de Infantes El Duende Rojo,CABALLITO
Inst. de Educación Superior N° 01 Dra. Alicia Moreau de Justo,BALVANERA
Esc. Primaria p/Adultos N° 19 Florencio Balcarce,ALMAGRO
Inst. de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández,RETIRO
Jardín Maternal Stella Maris,CABALLITO
Jardín Tiempo de Duendes,BARRACAS
El Jardín de los Buenos Aires,MONTSERRAT
Asoc Civil Jardín Maternal y de Infantes Eva Perón,MONTSERRAT
Centro Educativo de Nivel Primario N° 43 - Virgen Caacupé,PARQUE AVELLANEDA
UGEE N° 10 Bachillerato Popular de Adultos y Adolescentes Darío Santillán Barracas,BARRACAS
"Centro de Alfabetización, Educación Básica y Trabajo N° 44",BARRACAS
Esc. Primaria Común N° 19 Florencio Balcarce,ALMAGRO
Jardín de Infantes Nucleado D (EPCjc 19/02°),ALMAGRO
"Centro de Alfabetización, Educación Básica y Trabajo N° 19 MTD Darío Santillán",BARRACAS
Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (anexo),VILLA DEL PARQUE
Escuela Infantil Pulgarcito,SAN NICOLAS
Centro de Formación Profesional N° 26 (anexo1),SAN CRISTOBAL
Centro de Formación Profesional N° 32 Asociación Obrera Textil,MONTSERRAT
Centro Educativo de Nivel Primario N° 21 - Parroquia San José,FLORES
Centro de Formación Profesional N° 33,SAN TELMO
Centro de Formación Profesional - UPACP (Unión Personal Auxiliar de Casas Particulares),RECOLETA
Centro Educativo de Nivel Primario N° 38 - 57,RECOLETA
Centro de Formación Profesional N° 25 (anexo 8) - Casa Lucero,VILLA SOLDATI
Programa Contextos de encierro Casa Lucero,VILLA SOLDATI
Centro Educativo de Nivel Primario N° 39 - Centro Lucero,VILLA SOLDATI
Escuela Infantil N° 08/21°,VILLA LUGANO
Esc. Primaria Común N° 19 Hermanos Latinoamericanos,VILLA LUGANO
Esc. Superior de Enfermería Dra. Cecilia Grierson anexo,VILLA LUGANO
Escuela Infantil N° 12/19°,VILLA SOLDATI
Esc. Primaria Común N° 08 Nicolás Avellaneda,SAN NICOLAS
Jardín de Infantes Nucleado A (EPCjc 08/01°),SAN NICOLAS
Inst. Superior de Tecnicaturas para la Salud,PARQUE PATRICIOS
CENOF Centro Construyendo Sueños,VILLA SOLDATI
"Centro de Alfabetización, Educación Básica y Trabajo N° 13",VILLA SOLDATI
Inst. Superior de Seguridad Pública,PARQUE AVELLANEDA
Escuela Infantil N° 06/15° Naranjo en Flor,SAAVEDRA
Esc. Integral Interdisciplinaria N° 01,SAAVEDRA
Esc. Superior de Educación Artística en Música Juan Pedro Esnaola,SAAVEDRA
Esc. Técnica N° 36 Alte. Guillermo Brown,SAAVEDRA
"Esc. para Niños, Niñas y Jóvenes con Pluridiscapacidad Motora N° 11 Dr. Aquiles Gareiso",SAAVEDRA
Centro de Actividades Infantiles y Juveniles,SAAVEDRA
"Inst. Terciario de Form. , Actualización, Perfecc. y Capacitación Docente ""Olga Cossettini""",BOEDO
Inst. Colina de Roble,NUÑEZ
Centro de Formación Profesional - UTEDYC,BALVANERA
Solcito,BALVANERA
Centros de Estudios Nueva Vida,ALMAGRO
Inst. Privado de Enseñanza Integral Aaron Angel,VILLA CRESPO
Inst. Parroquial Santa María Madre del Pueblo,FLORES
Escuela Infantil El Jardín de Faustino,BELGRANO
Escuela Integral Casa de Moises,FLORES
Escuela Infantil N° 11/05° (s),PARQUE PATRICIOS
Esc. Superior de Educación Artística en Danza N° 01 Prof. Nelly Ramicone,LINIERS
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 08,LINIERS
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 25,LINIERS
Inst. Crea-Convivencias Recrea La Educación Argentina,VILLA DEVOTO
Inst. Comprender,CHACARITA
Inst. Saint Jean (anexo),VILLA URQUIZA
"Centro de Alfabetización, Educación Básica y Trabajo N° 61",BOCA
"Escuela de Alta Costura, Arte y Diseño de Modas",CABALLITO
Escuela Infantil Caminito de Colores,CABALLITO
Primera Infancia Espacio El Jardín de Teresa,CHACARITA
Primera Infancia Barrio Rivadavia,FLORES
CENOF Centro Hogar San José,BALVANERA
UGEE N° 11 Bachillerato Popular de Adultos y Adolescentes Germán Abdala,BOCA
Esc. Integral Interdisciplinaria N¬ 01,RECOLETA
UGEE N° 12 Bachillerato Popular de Adultos y Adolescentes Flores,FLORES
UGEE N° 20 Bachillerato Popular de Jóvenes y Adultos Alberto Chejolan Huellas del Barrio 31,RETIRO
Escuela Infantil N° 13/05°,NUEVA POMPEYA
Servicio de Educación a Distancia (SEAD),RECOLETA
Escuela Alamos,ALMAGRO
Mio Bambino,ALMAGRO
Jugando a Crecer,BARRACAS
Escuela Infantil N° 02/02° Pampita,ALMAGRO
Jardín Materno Infantil El Gato Garabato,BALVANERA
Escuela Infantil Primeras Huellas,BALVANERA
Centro Educativo de Nivel Secundario N° 26,SAN NICOLAS
Jardín Maternal Tierra de Sueños,SAN NICOLAS
Inst. Finedu,MONTSERRAT
Escuela Social San Juan Bosco - La Nocturna,BOCA
Inst. de Formación Superior SEDEBA,VILLA CRESPO
Centro de Formación Profesional N° 30,BOEDO
Centro Educativo de Nivel Secundario N° 11,BOEDO
CENOF Centro Pringles,ALMAGRO
Centro de Formación Profesional N° 11 (anexo) - Talleres Dorrego,CHACARITA
Esc. de Educacion Media N° 01/20° Biblioteca del Congreso de la Nación,VILLA LUGANO
Instituto de Formación Técnica Superior N° 29,CABALLITO
CENOF Centro Juncal - Esc. Primaria 16/01°,PALERMO
"Centro de Alfabetización, Educación Básica y Trabajo N° 18",RETIRO
CENOF Centro Seis Esquinas,PARQUE PATRICIOS
UGEE N° 13 Bachillerato Popular de Jóvenes y Adultos Raymundo Gleyzer,PARQUE PATRICIOS
Centro Educativo de Nivel Primario N° 64,PARQUE PATRICIOS
Esc. Primaria Común N° 20 Rosario Vera Peñaloza,ALMAGRO
Esc. Primaria Común N° 22 Carlos Javier Benielli,ALMAGRO
Inst. de Comúnicación y Cultura Contemporánea Walter Benjamín,PALERMO
Inst. Traso,CABALLITO
Inst. Superior de Enseñanza Hotelero Gastronómica,SAN NICOLAS
Cauce XXI,MONTSERRAT
Brotecitos,VILLA SANTA RITA
Esc. Primaria Común N° 24,VILLA SOLDATI
Jardín Carita Feliz,FLORES
Oaky,CHACARITA
Escuela Infantil Green Garden,CHACARITA
Escuela Infantil Rulos y Moños,LINIERS
Alegres Campanitas,LINIERS
Chispita,PALERMO
Jardín de la Unión,RETIRO
Centro Educativo para Niños en Tiempos y Espacios Singulares N° 03 anexo,VILLA DEVOTO
Escuela Infantil Morumbí,VILLA DEL PARQUE
UGEE N° 22 Bachillerato Popular de Jóvenes y Adultos Sol del Sur,VILLA SOLDATI
CENOF Centro Mirares,BALVANERA
Centro Educativo de Nivel Primario N° 58 - AMMAR,BALVANERA
Centro de Formación Profesional N° 39,NUEVA POMPEYA
Inst. de Formación Superior en Turismo,SAN NICOLAS
"Centro de Alfabetización, Educación Básica y Trabajo N° 39",PATERNAL
Centro Educativo Cursos Especiales - UOEP,BOEDO
IUPFA,CABALLITO
Bachillerato Popular de Jóvenes y Adultos Bajo Flores,FLORES
Escuela Infantil Manos a la Obra,BARRACAS
Escuela Infantil N° 06/10° Madre Eufrasia Iaconis,BELGRANO
Jardín Maternal Mi Pequeño Mundo,SAN NICOLAS
Centro de Formación Profesional N° 25 (anexo 7) - Casa Puerto,VILLA LURO
Programa Contextos de encierro Casa Puerto,VILLA LURO
Centro Educativo de Nivel Primario N° 52 - Casa Puerto,VILLA LURO
Inst. Raices,VILLA PUEYRREDON
Escuela Infantil Petete,VILLA PUEYRREDON
UGEE N° 08 Bachillerato Popular de Adultos y Adolescentes Darío Santillán,CONSTITUCION
Jardín de Infantes Bumerang,PALERMO
Dulce Espera,ALMAGRO
INSTITUTO PRIVADO CENTRO DE PSICOLOGIA  EXISTENCIAL Y LOGOTERAPIA CPEL,RECOLETA
Escuela Infantil Niños del Siglo XXI anexo,BELGRANO
Escuela Infantil Niños del Siglo XXI sede,PALERMO
Escuela Infantil El Patito Feo,PALERMO
C.E.P.P.L.A.,CHACARITA
Centro de Formación Profesional N° 05 UDA,CABALLITO
Escuela Infantil Mundo del Sol,COLEGIALES
Jardín Maternal N° 05/20°,VILLA LUGANO
Centro de Estudio Superior,SAN NICOLAS
Escuela Cura Brochero,PARQUE PATRICIOS
Inst. Superior Crónica,MONTSERRAT
Centro Educativo de Nivel Primario N° 04,ALMAGRO
Centro Argentino de Vinos y Espirituosas,RETIRO
Centro Educativo de Nivel Primario N° 13 - Centro de Día N° 08,VILLA PUEYRREDON
Esc. Normal Superior N° 03 Bernardino Rivadavia (anexo),VILLA LUGANO
Inst. de Arte y Ciencias de la Salud,SAAVEDRA
ESCUELA INFANTIL CYBERPIBES,BALVANERA
Bachillerato Popular de Jóvenes y Adultos Independencia,BALVANERA
Jardín del Prado,COLEGIALES
UGEE N° 09 Bachillerato Popular de Adultos y Adolescentes Casa Abierta,RETIRO
Centro Educativo de Nivel Primario N° 19 - Casa Abierta,RETIRO
Instituto de Formación Técnica Superior N° 23,CONSTITUCION
Escuela Infantil La Tortuga Dargtañán,VILLA LURO
Centro Educativo de Nivel Primario N° 03,PATERNAL
Centro Educativo de Nivel Primario N° 47 - La Paternal,PATERNAL
